transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
1708,2024-11-20,Tagihan internet,Pulsa & Internet,Pengeluaran,149909.0,Kartu Debit
1710,2025-02-04,Gaji bulanan,Gaji,Pemasukan,6090463.0,Kartu Debit
1711,2025-01-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,61602.0,Transfer Bank
1712,2025-02-26,Belanja dapur,Makanan & Minuman,Pengeluaran,341371.0,Kartu Kredit
1713,2024-06-30,Transfer teman,Transfer Teman/Keluarga,Pemasukan,115927.0,Kartu Debit
1714,2026-05-02,Gaji bulanan,Gaji,Pemasukan,6240265.0,Transfer Bank
1715,2024-06-20,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,217336.0,Kartu Debit
1716,2024-06-24,Netflix,Pembayaran Langganan,Pengeluaran,27717.0,Transfer Bank
1717,2025-07-05,Pulsa prabayar,Pulsa & Internet,Pengeluaran,116471.0,Kartu Debit
1718,2026-05-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,108335.0,Transfer Bank
1719,2025-01-02,Bensin,Transportasi,Pengeluaran,55335.0,Kartu Debit
1720,2026-05-19,Belanja dapur,Makanan & Minuman,Pengeluaran,275022.0,Transfer Bank
1721,2025-01-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,261694.0,Transfer Bank
1722,2025-12-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,211184.0,Kartu Debit
1723,2024-11-25,Bonus,Gaji,Pemasukan,2877966.0,E-Wallet
1724,2026-02-23,Pakaian baru,Belanja Bulanan,Pengeluaran,398258.0,E-Wallet
1725,2025-01-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,257290.0,Kartu Debit
1726,2025-03-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,292086.0,E-Wallet
1727,2024-11-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,229222.0,E-Wallet
1728,2025-05-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51658.0,E-Wallet
1729,2024-08-11,Belanja dapur,Makanan & Minuman,Pengeluaran,617325.0,E-Wallet
1730,2025-08-20,Konser,Hiburan,Pengeluaran,414108.0,E-Wallet
1731,2025-12-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,216770.0,E-Wallet
1732,2024-08-29,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,236716.0,E-Wallet
1733,2025-06-14,Ojek online,Transportasi,Pengeluaran,95785.0,E-Wallet
1734,2026-02-05,Gaji bulanan,Gaji,Pemasukan,6085223.0,E-Wallet
1735,2025-05-06,Langganan streaming,Hiburan,Pengeluaran,36202.0,Kartu Kredit
1736,2026-05-24,Gaji bulanan,Gaji,Pemasukan,6168329.0,Kartu Debit
1737,2025-10-02,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,280233.0,Kartu Debit
1738,2024-08-04,Bonus,Gaji,Pemasukan,1747614.0,Kartu Debit
1739,2025-12-18,Gym membership,Pembayaran Langganan,Pengeluaran,200131.0,Kartu Debit
1740,2024-12-17,Gaji bulanan,Gaji,Pemasukan,6289855.0,Transfer Bank
1741,2025-07-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,163582.0,E-Wallet
1742,2024-12-14,Ojek online,Transportasi,Pengeluaran,64932.0,Transfer Bank
3511,2024-12-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,242965.0,Transfer Bank
1744,2025-07-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,180449.0,Transfer Bank
1745,2025-11-13,Service AC kos,Tempat Tinggal,Pengeluaran,51650.0,E-Wallet
1746,2024-11-21,Bonus,Gaji,Pemasukan,2161604.0,Kartu Debit
1747,2024-11-07,Bonus,Gaji,Pemasukan,2187862.0,E-Wallet
1748,2025-05-07,Service AC kos,Tempat Tinggal,Pengeluaran,50522.0,Transfer Bank
1749,2025-10-06,Beli makan siang,Makanan & Minuman,Pengeluaran,105629.0,Tunai
1750,2026-01-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,253946.0,Transfer Bank
1752,2026-05-09,Bonus,Gaji,Pemasukan,2171457.0,E-Wallet
1754,2025-02-24,Bonus,Gaji,Pemasukan,2736518.0,Kartu Debit
1755,2025-08-17,Gaji bulanan,Gaji,Pemasukan,6365857.0,E-Wallet
1756,2026-01-21,Kopi,Pembayaran Langganan,Pengeluaran,21827.0,Tunai
1757,2025-08-27,Tagihan internet,Pulsa & Internet,Pengeluaran,110744.0,Transfer Bank
1758,2024-06-01,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50774.0,Transfer Bank
1759,2024-06-10,Bonus,Gaji,Pemasukan,1152441.0,Transfer Bank
1760,2024-09-03,Tiket bioskop,Hiburan,Pengeluaran,31534.0,Transfer Bank
1761,2024-08-07,Liburan,Hiburan,Pengeluaran,307251.0,E-Wallet
1762,2024-05-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,257361.0,E-Wallet
1763,2024-06-20,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50773.0,Transfer Bank
1764,2025-09-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,231408.0,E-Wallet
1765,2025-01-28,Taksi,Transportasi,Pengeluaran,85004.0,Kartu Debit
1766,2026-03-19,Bonus,Gaji,Pemasukan,2604813.0,E-Wallet
1767,2025-07-13,Jajan,Makanan & Minuman,Pengeluaran,69768.0,Lainnya
1768,2024-12-19,Bonus,Gaji,Pemasukan,2600900.0,E-Wallet
1769,2025-11-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,182424.0,Kartu Debit
1770,2024-09-16,Gym membership,Pembayaran Langganan,Pengeluaran,200787.0,Kartu Debit
1771,2025-10-05,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,267486.0,Transfer Bank
1772,2024-06-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,278101.0,E-Wallet
1773,2025-05-12,Taksi,Transportasi,Pengeluaran,31172.0,Kartu Debit
1774,2025-12-07,Spotify Premium,Pembayaran Langganan,Pengeluaran,23863.0,Transfer Bank
1775,2025-05-01,Bonus,Gaji,Pemasukan,2541236.0,Kartu Debit
1776,2026-03-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,231503.0,E-Wallet
1777,2024-07-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,62263.0,E-Wallet
1778,2024-07-23,Liburan,Hiburan,Pengeluaran,485407.0,E-Wallet
1779,2024-12-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,291503.0,Kartu Debit
1780,2025-02-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,125016.0,Transfer Bank
1781,2025-12-30,Liburan,Hiburan,Pengeluaran,394066.0,Kartu Kredit
1782,2026-03-21,Bonus,Gaji,Pemasukan,1279926.0,Transfer Bank
1783,2024-06-05,Bonus,Gaji,Pemasukan,2515449.0,Kartu Debit
1784,2024-10-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,267997.0,E-Wallet
1785,2024-07-20,Gaji bulanan,Gaji,Pemasukan,6138529.0,E-Wallet
1786,2025-11-11,Makan malam restoran,Pulsa & Internet,Pengeluaran,528720.0,E-Wallet
1787,2025-12-13,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,431995.0,Kartu Kredit
1788,2024-11-28,Bonus,Gaji,Pemasukan,1461187.0,Transfer Bank
1789,2026-02-26,Konser,Hiburan,Pengeluaran,496130.0,Transfer Bank
3512,2024-09-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,299154.0,Transfer Bank
1791,2025-10-25,Gaji bulanan,Gaji,Pemasukan,6246060.0,Transfer Bank
1792,2025-01-19,Bonus,Gaji,Pemasukan,2619431.0,Kartu Debit
1793,2026-04-29,Bayar kos,Tempat Tinggal,Pengeluaran,800848.0,Kartu Debit
1794,2025-02-09,Jajan,Makanan & Minuman,Pengeluaran,68430.0,Kartu Debit
1795,2025-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,169503.0,Kartu Debit
1796,2024-08-25,Tiket KRL,Transportasi,Pengeluaran,25230.0,Tunai
1797,2025-07-18,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,390529.0,Kartu Debit
1798,2024-12-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,168136.0,E-Wallet
1799,2025-02-09,Tagihan internet,Pulsa & Internet,Pengeluaran,84978.0,E-Wallet
1800,2024-06-01,Bonus,Gaji,Pemasukan,1434813.0,Transfer Bank
1801,2026-04-09,Tiket KRL,Transportasi,Pengeluaran,67365.0,Kartu Debit
1802,2025-08-18,Makanan & Minuman,Makanan & Minuman,Pengeluaran,59048.0,Kartu Debit
1803,2025-05-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,65529.0,Transfer Bank
1804,2026-04-12,Service AC kos,Tempat Tinggal,Pengeluaran,51237.0,E-Wallet
1805,2025-07-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,273051.0,Kartu Debit
1806,2026-04-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,105110.0,E-Wallet
1808,2024-07-06,Bonus,Gaji,Pemasukan,1293504.0,Transfer Bank
1809,2025-08-01,Belanja dapur,Makanan & Minuman,Pengeluaran,612678.0,E-Wallet
1810,2025-03-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,101798.0,Kartu Debit
1811,2025-07-03,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,271208.0,Kartu Kredit
1812,2026-04-05,Gaji bulanan,Gaji,Pemasukan,6477437.0,Kartu Debit
1813,2024-11-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,177600.0,E-Wallet
1814,2025-06-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,111486.0,E-Wallet
1815,2025-01-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,51286.0,E-Wallet
1816,2026-04-06,Pulsa prabayar,Pulsa & Internet,Pengeluaran,114567.0,Kartu Debit
1817,2024-09-17,Belanja dapur,Makanan & Minuman,Pengeluaran,326592.0,Kartu Kredit
1818,2026-05-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,78968.0,Transfer Bank
1819,2025-11-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,157409.0,Kartu Debit
1820,2025-12-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,67662.0,E-Wallet
1821,2024-07-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,136970.0,Transfer Bank
1822,2025-12-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,246335.0,Kartu Debit
1823,2024-07-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,244150.0,Transfer Bank
1824,2024-05-31,Pakaian baru,Belanja Bulanan,Pengeluaran,354534.0,Tunai
1825,2024-08-26,Gaji bulanan,Gaji,Pemasukan,6424413.0,Kartu Debit
1826,2025-08-17,Pulsa prabayar,Pulsa & Internet,Pengeluaran,112665.0,Kartu Debit
1827,2024-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,259795.0,Transfer Bank
1828,2024-10-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51054.0,Transfer Bank
1830,2024-10-10,Transfer teman,Transfer Teman/Keluarga,Pemasukan,270336.0,Kartu Debit
1831,2025-08-17,Pulsa prabayar,Pulsa & Internet,Pengeluaran,148480.0,Transfer Bank
1832,2024-10-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,275772.0,Kartu Debit
1833,2026-04-02,Konser,Hiburan,Pengeluaran,332195.0,Kartu Kredit
1834,2025-04-15,Bonus,Gaji,Pemasukan,1571779.0,Transfer Bank
1835,2025-07-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,236859.0,Transfer Bank
1836,2025-02-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,243136.0,Kartu Debit
1837,2024-09-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,79311.0,E-Wallet
1839,2024-09-12,Bensin,Transportasi,Pengeluaran,12957.0,Kartu Debit
1840,2025-11-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,207958.0,Kartu Debit
1841,2025-11-03,Ojek online,Transportasi,Pengeluaran,84578.0,Transfer Bank
1842,2025-10-16,Paket data,Pulsa & Internet,Pengeluaran,89155.0,Kartu Kredit
1843,2025-12-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,157044.0,E-Wallet
1844,2026-02-21,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50029.0,Lainnya
1845,2025-11-26,Gaji bulanan,Gaji,Pemasukan,6151563.0,Transfer Bank
1846,2026-04-09,Transfer teman,Transfer Teman/Keluarga,Pemasukan,181141.0,Transfer Bank
1847,2025-11-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,267630.0,Transfer Bank
1850,2025-08-20,Langganan streaming,Hiburan,Pengeluaran,44710.0,Transfer Bank
1851,2025-09-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,277698.0,E-Wallet
1852,2025-02-25,Pulsa prabayar,Pulsa & Internet,Pengeluaran,106037.0,Transfer Bank
1853,2024-08-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,241415.0,E-Wallet
1854,2026-01-14,Bonus,Gaji,Pemasukan,2736937.0,E-Wallet
1855,2026-02-18,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,286351.0,Kartu Debit
1856,2026-02-10,Pakaian baru,Belanja Bulanan,Pengeluaran,260109.0,Kartu Debit
1857,2025-05-02,Bonus,Gaji,Pemasukan,1275520.0,Transfer Bank
1858,2026-01-17,Cloud storage,Pembayaran Langganan,Pengeluaran,54140.0,Kartu Debit
1859,2024-11-30,Gaji bulanan,Gaji,Pemasukan,6417236.0,E-Wallet
1860,2024-11-06,Pakaian baru,Belanja Bulanan,Pengeluaran,383572.0,Kartu Kredit
1861,2025-07-27,Netflix,Pembayaran Langganan,Pengeluaran,24879.0,Transfer Bank
1862,2025-05-23,Ojek online,Transportasi,Pengeluaran,77912.0,E-Wallet
1863,2024-11-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,271787.0,E-Wallet
1864,2025-11-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,114026.0,E-Wallet
1865,2024-12-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,203961.0,Kartu Debit
1866,2025-09-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,167361.0,E-Wallet
1867,2025-04-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110679.0,Kartu Debit
1868,2026-01-05,Langganan streaming,Hiburan,Pengeluaran,44008.0,Kartu Debit
1869,2026-04-06,Pakaian baru,Belanja Bulanan,Pengeluaran,417299.0,Transfer Bank
1870,2026-05-17,Gaji bulanan,Gaji,Pemasukan,6177050.0,Kartu Debit
1871,2026-04-11,Bayar kos,Tempat Tinggal,Pengeluaran,878603.0,Lainnya
1872,2025-12-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,140626.0,Transfer Bank
1873,2024-09-29,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,77849.0,Transfer Bank
1874,2026-03-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,252295.0,Transfer Bank
1875,2026-03-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,54190.0,Transfer Bank
1876,2025-04-29,Transfer teman,Transfer Teman/Keluarga,Pemasukan,247474.0,E-Wallet
1877,2025-07-31,Gaji bulanan,Gaji,Pemasukan,6412218.0,Transfer Bank
1878,2025-07-11,Tagihan internet,Pulsa & Internet,Pengeluaran,108764.0,Kartu Kredit
1879,2025-05-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50944.0,E-Wallet
1880,2024-11-08,Makan malam restoran,Makanan & Minuman,Pengeluaran,680803.0,Kartu Kredit
1881,2026-03-14,Bonus,Gaji,Pemasukan,2153125.0,E-Wallet
1882,2024-09-21,Liburan,Hiburan,Pengeluaran,464741.0,Transfer Bank
1883,2025-01-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,143267.0,Kartu Debit
1884,2024-06-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,174082.0,E-Wallet
1885,2026-04-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,192508.0,Transfer Bank
1886,2025-02-27,Gaji bulanan,Hiburan,Pemasukan,6495087.0,E-Wallet
1887,2024-09-23,Makan malam restoran,Makanan & Minuman,Pengeluaran,421917.0,Kartu Debit
1888,2024-08-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,228012.0,E-Wallet
1889,2025-09-14,Netflix,Pembayaran Langganan,Pengeluaran,26864.0,Kartu Kredit
1890,2024-08-25,Tiket KRL,Transportasi,Pengeluaran,27984.0,Kartu Debit
1891,2024-07-21,Bonus,Gaji,Pemasukan,2026387.0,Transfer Bank
1892,2026-05-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,54050.0,Transfer Bank
1893,2025-01-09,Spotify Premium,Pembayaran Langganan,Pengeluaran,23460.0,Transfer Bank
1894,2025-05-07,Konser,Hiburan,Pengeluaran,473374.0,Kartu Kredit
1895,2025-06-02,Bonus,Gaji,Pemasukan,2416259.0,Kartu Debit
3513,2025-09-11,Gaji,Gaji,Pemasukan,2762019.0,Kartu Debit
1897,2024-09-28,Langganan streaming,Hiburan,Pengeluaran,49645.0,Transfer Bank
1898,2024-05-31,Transfer teman,Transfer Teman/Keluarga,Pemasukan,71790.0,Kartu Debit
1899,2026-05-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,209189.0,Kartu Debit
1900,2024-06-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,214420.0,Kartu Debit
1901,2026-03-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,192127.0,Transfer Bank
1902,2025-06-02,Cloud storage,Pembayaran Langganan,Pengeluaran,50444.0,Transfer Bank
1903,2025-02-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,290076.0,Transfer Bank
1904,2025-03-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,167056.0,Kartu Debit
1905,2026-03-10,Bonus,Gaji,Pemasukan,2498400.0,Transfer Bank
1906,2026-02-10,Service AC kos,Tempat Tinggal,Pengeluaran,51558.0,Tunai
3514,2025-01-19,Netflix,Pembayaran Langganan,Pengeluaran,25077.0,Transfer Bank
1908,2025-10-02,Ojek online,Transportasi,Pengeluaran,51698.0,Tunai
1909,2025-12-01,Bonus,Gaji,Pemasukan,2608630.0,Transfer Bank
1910,2026-01-14,Gaji bulanan,Gaji,Pemasukan,6064079.0,Transfer Bank
1911,2025-10-23,Liburan,Hiburan,Pengeluaran,300421.0,Kartu Debit
1912,2025-06-06,Tiket bioskop,Hiburan,Pengeluaran,48727.0,Kartu Debit
1913,2025-09-20,Makan malam restoran,Makanan & Minuman,Pengeluaran,289657.0,Transfer Bank
1914,2024-12-30,Gym membership,Pembayaran Langganan,Pengeluaran,200216.0,E-Wallet
1915,2025-02-16,Bonus,Gaji,Pemasukan,1895737.0,Transfer Bank
1916,2025-03-28,Netflix,Pembayaran Langganan,Pengeluaran,25275.0,Kartu Debit
1917,2025-06-16,Bonus,Gaji,Pemasukan,1394399.0,Kartu Debit
1918,2026-03-06,Bonus,Gaji,Pemasukan,1934798.0,Kartu Debit
1919,2025-06-22,Bonus,Gaji,Pemasukan,1223323.0,Kartu Debit
1920,2026-02-17,Bonus,Gaji,Pemasukan,2308184.0,E-Wallet
1921,2026-03-23,Tiket KRL,Transportasi,Pengeluaran,75290.0,E-Wallet
1922,2024-08-14,Pulsa prabayar,Pulsa & Internet,Pengeluaran,57311.0,E-Wallet
1923,2026-01-14,Gaji bulanan,Gaji,Pemasukan,6178043.0,E-Wallet
1924,2025-02-06,Bonus,Gaji,Pemasukan,2980748.0,Transfer Bank
1925,2026-04-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110870.0,E-Wallet
1926,2024-09-27,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,314986.0,E-Wallet
1927,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6014135.0,Transfer Bank
1928,2026-03-15,Gaji bulanan,Hiburan,Pemasukan,6042038.0,E-Wallet
1929,2025-02-26,Gaji bulanan,Gaji,Pemasukan,6383805.0,Kartu Debit
1930,2024-08-31,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,206363.0,E-Wallet
1931,2025-11-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,114133.0,Transfer Bank
1932,2024-12-30,Bonus,Gaji,Pemasukan,1826558.0,E-Wallet
1933,2025-02-15,Langganan streaming,Hiburan,Pengeluaran,34808.0,Transfer Bank
1935,2025-02-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,127598.0,E-Wallet
1936,2026-04-18,Gaji bulanan,Gaji,Pemasukan,6096000.0,E-Wallet
1937,2024-06-21,Gaji bulanan,Gaji,Pemasukan,6294692.0,Kartu Debit
1938,2025-09-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,64675.0,Transfer Bank
1939,2025-08-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,236254.0,Transfer Bank
1940,2025-04-01,Paket data,Pulsa & Internet,Pengeluaran,73695.0,Transfer Bank
1941,2025-08-17,Transfer teman,Transfer Teman/Keluarga,Pemasukan,203134.0,Kartu Debit
1942,2025-09-26,Taksi,Transportasi,Pengeluaran,34814.0,Kartu Debit
1943,2025-11-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,192810.0,Transfer Bank
1945,2025-06-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,186594.0,Kartu Debit
1946,2025-06-15,Transfer teman,Transfer Teman/Keluarga,Pemasukan,262194.0,E-Wallet
1948,2026-03-03,Gaji bulanan,Gaji,Pemasukan,6201623.0,E-Wallet
1949,2025-10-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,53942.0,E-Wallet
1950,2025-06-26,Bonus,Gaji,Pemasukan,2631326.0,E-Wallet
1951,2025-07-31,Bensin,Transportasi,Pengeluaran,58407.0,E-Wallet
1952,2025-03-11,Transfer teman,Transfer Teman/Keluarga,Pemasukan,195948.0,Transfer Bank
1953,2026-05-11,Pulsa prabayar,Pulsa & Internet,Pengeluaran,74876.0,Transfer Bank
1954,2024-09-22,Gaji bulanan,Hiburan,Pemasukan,6209915.0,Kartu Debit
1955,2026-02-01,Langganan streaming,Hiburan,Pengeluaran,39992.0,Transfer Bank
1956,2026-01-20,Gaji bulanan,Hiburan,Pemasukan,6317911.0,Transfer Bank
1957,2026-02-13,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51561.0,Transfer Bank
1958,2025-07-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,82259.0,Kartu Debit
1959,2026-01-22,Spotify Premium,Pembayaran Langganan,Pengeluaran,27383.0,Transfer Bank
1960,2026-01-19,Bonus,Gaji,Pemasukan,1393646.0,Transfer Bank
1961,2025-05-10,Bonus,Gaji,Pemasukan,2087730.0,E-Wallet
1962,2025-02-22,Bonus,Gaji,Pemasukan,2378753.0,Transfer Bank
1963,2025-03-09,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50300.0,Transfer Bank
1964,2024-07-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,211301.0,Transfer Bank
1965,2024-12-11,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,200825.0,Kartu Debit
1966,2025-06-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,160294.0,Kartu Debit
1967,2024-07-11,Gaji bulanan,Gaji,Pemasukan,6129177.0,Transfer Bank
1968,2024-12-21,Gym membership,Pembayaran Langganan,Pengeluaran,200517.0,Kartu Kredit
1969,2025-05-09,Bonus,Gaji,Pemasukan,1217954.0,Kartu Debit
1970,2024-07-06,Transfer teman,Transfer Teman/Keluarga,Pemasukan,94533.0,E-Wallet
1971,2025-02-01,Gaji bulanan,Gaji,Pemasukan,6430774.0,Kartu Debit
1972,2025-10-13,Cloud storage,Pembayaran Langganan,Pengeluaran,50900.0,Kartu Debit
1973,2026-03-28,Belanja dapur,Makanan & Minuman,Pengeluaran,572695.0,Kartu Kredit
1974,2025-11-26,Langganan streaming,Hiburan,Pengeluaran,45471.0,Transfer Bank
1975,2024-10-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,280638.0,Lainnya
1976,2025-03-20,Liburan,Hiburan,Pengeluaran,387233.0,Transfer Bank
1977,2024-08-06,Bonus,Gaji,Pemasukan,1694144.0,Transfer Bank
1979,2026-04-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,297693.0,E-Wallet
1980,2026-02-12,Gaji bulanan,Gaji,Pemasukan,6332928.0,Kartu Debit
3515,2026-02-16,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,53644.0,Transfer Bank
1982,2026-03-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,172244.0,Kartu Debit
1983,2025-01-06,Gaji bulanan,Gaji,Pemasukan,6004340.0,Transfer Bank
1984,2024-08-10,Belanja dapur,Makanan & Minuman,Pengeluaran,256813.0,Kartu Kredit
1985,2026-01-31,Tiket KRL,Transportasi,Pengeluaran,88520.0,Kartu Debit
1986,2024-07-04,Pulsa prabayar,Pulsa & Internet,Pengeluaran,104302.0,Transfer Bank
1987,2024-09-03,Bensin,Transportasi,Pengeluaran,34282.0,Kartu Debit
1988,2025-06-03,Konser,Hiburan,Pengeluaran,451612.0,Kartu Kredit
1989,2025-04-11,Liburan,Hiburan,Pengeluaran,388267.0,E-Wallet
1990,2025-03-23,Netflix,Makanan & Minuman,Pengeluaran,22356.0,Transfer Bank
1991,2025-10-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,76068.0,Kartu Debit
1992,2025-12-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,206568.0,Transfer Bank
1993,2025-07-05,Ojek online,Transportasi,Pengeluaran,73570.0,E-Wallet
1994,2025-06-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,138926.0,Kartu Debit
1995,2024-09-20,Gaji bulanan,Gaji,Pemasukan,6462266.0,E-Wallet
1996,2026-05-06,Bensin,Transportasi,Pengeluaran,23950.0,E-Wallet
1997,2024-10-07,Bonus,Gaji,Pemasukan,2572956.0,E-Wallet
1998,2024-06-11,Gaji bulanan,Gaji,Pemasukan,6368588.0,E-Wallet
1999,2025-09-04,Gaji bulanan,Gaji,Pemasukan,6419340.0,E-Wallet
2000,2026-05-19,Gym membership,Pembayaran Langganan,Pengeluaran,200604.0,E-Wallet
2001,2024-06-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,130210.0,Kartu Debit
2002,2025-11-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,194800.0,Transfer Bank
2003,2024-11-27,Gaji bulanan,Gaji,Pemasukan,6308941.0,E-Wallet
2004,2024-06-06,Bonus,Gaji,Pemasukan,1319377.0,E-Wallet
2005,2024-07-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,182883.0,Transfer Bank
2006,2026-01-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,86970.0,Transfer Bank
2007,2025-11-13,Spotify Premium,Pembayaran Langganan,Pengeluaran,28706.0,Kartu Kredit
2008,2024-12-02,Gaji bulanan,Gaji,Pemasukan,6325395.0,Transfer Bank
2009,2025-04-18,Gaji bulanan,Gaji,Pemasukan,6166796.0,Transfer Bank
